"name","genre","store_1","total_reviews","overall_rating","monthly_netincome","longevity_m","lifetime_income","purchase_price","net_profit"
"Domino's Pizza USA","food_drink","both",1291559,4.8,9000,115,"$1,035,000.00","$25,000.00","$1,010,000.00"
"PewDiePie's Tuber Simulator","games_entertainment","both",1590317,4.8,9000,115,"$1,035,000.00","$25,000.00","$1,010,000.00"
"Fernanfloo","games_entertainment","both",529481,4.8,9000,115,"$1,035,000.00","$25,000.00","$1,010,000.00"
"Toy Blast","games_entertainment","both",1965238,4.7,9000,113,"$1,017,000.00","$25,000.00","$992,000.00"
"Zombie Catchers","games_entertainment","both",1007208,4.7,9000,113,"$1,017,000.00","$25,000.00","$992,000.00"
"Cytus","games_entertainment","both",549657,4.7,9000,113,"$1,017,000.00","$25,000.00","$992,000.00"
"Egg, Inc.","games_entertainment","both",659234,4.7,9000,113,"$1,017,000.00","$25,000.00","$992,000.00"
"Deck Heroes: Legacy","games_entertainment","both",466989,4.7,9000,113,"$1,017,000.00","$25,000.00","$992,000.00"
"Score! Hero","games_entertainment","both",5504737,4.6,9000,110,"$990,000.00","$25,000.00","$965,000.00"
"Clash of Clans","games_entertainment","both",47020500,4.6,9000,110,"$990,000.00","$25,000.00","$965,000.00"
"Township","games_entertainment","both",4532118,4.6,9000,110,"$990,000.00","$25,000.00","$965,000.00"
"Bible","book_news_reference","both",3426615,4.6,9000,110,"$990,000.00","$25,000.00","$965,000.00"
"Fishdom","games_entertainment","both",2197364,4.6,9000,110,"$990,000.00","$25,000.00","$965,000.00"
"FINAL FANTASY BRAVE EXVIUS","games_entertainment","both",773871,4.6,9000,110,"$990,000.00","$25,000.00","$965,000.00"
"Shadow Fight 2","games_entertainment","both",11079662,4.6,9000,110,"$990,000.00","$25,000.00","$965,000.00"
"Angry Birds 2","games_entertainment","both",3991775,4.6,9000,110,"$990,000.00","$25,000.00","$965,000.00"
"Hill Climb Racing 2","games_entertainment","both",2784382,4.6,9000,110,"$990,000.00","$25,000.00","$965,000.00"
"Earn to Die 2","games_entertainment","both",1330339,4.6,9000,110,"$990,000.00","$25,000.00","$965,000.00"
"Where's My Water?","games_entertainment","both",320396,4.6,9000,110,"$990,000.00","$25,000.00","$965,000.00"
"Clash Royale","games_entertainment","both",23399496,4.6,9000,110,"$990,000.00","$25,000.00","$965,000.00"
"Hitman Sniper","games_entertainment","both",416744,4.6,9000,110,"$990,000.00","$25,000.00","$965,000.00"
"Pinterest","social_communication","both",5365563,4.6,9000,110,"$990,000.00","$25,000.00","$965,000.00"
"War Robots","games_entertainment","both",3170373,4.6,9000,110,"$990,000.00","$25,000.00","$965,000.00"
"Animal Jam - Play Wild!","games_entertainment","both",388842,4.6,9000,110,"$990,000.00","$25,000.00","$965,000.00"
"MARVEL Future Fight","games_entertainment","both",2374948,4.6,9000,110,"$990,000.00","$25,000.00","$965,000.00"
"Fallout Shelter","games_entertainment","both",2919929,4.6,9000,110,"$990,000.00","$25,000.00","$965,000.00"
"Geometry Dash World","games_entertainment","both",765347,4.6,9000,110,"$990,000.00","$25,000.00","$965,000.00"
"Choices: Stories You Play","games_entertainment","both",840945,4.6,9000,110,"$990,000.00","$25,000.00","$965,000.00"
"Chase Mobile","business_finance","both",1408871,4.6,9000,110,"$990,000.00","$25,000.00","$965,000.00"
"Geometry Dash Meltdown","games_entertainment","both",1708599,4.6,9000,110,"$990,000.00","$25,000.00","$965,000.00"
"Geometry Dash Lite","games_entertainment","both",6552010,4.5,9000,108,"$972,000.00","$25,000.00","$947,000.00"
"Angry Birds Epic RPG","games_entertainment","both",2719285,4.5,9000,108,"$972,000.00","$25,000.00","$947,000.00"
"Traffic Racer","games_entertainment","both",5410168,4.5,9000,108,"$972,000.00","$25,000.00","$947,000.00"
"Subway Surfers","games_entertainment","both",28428103,4.5,9000,108,"$972,000.00","$25,000.00","$947,000.00"
"Bullet Force","games_entertainment","both",643448,4.5,9000,108,"$972,000.00","$25,000.00","$947,000.00"
"WWE","games_entertainment","both",744397,4.5,9000,108,"$972,000.00","$25,000.00","$947,000.00"
"ROBLOX","games_entertainment","both",4632330,4.5,9000,108,"$972,000.00","$25,000.00","$947,000.00"
"GroupMe","social_communication","both",359021,4.5,9000,108,"$972,000.00","$25,000.00","$947,000.00"
"Starbucks","food_drink","both",759293,4.5,9000,108,"$972,000.00","$25,000.00","$947,000.00"
"Instagram","photo_video","both",68722055,4.5,9000,108,"$972,000.00","$25,000.00","$947,000.00"
"Star Wars™: Galaxy of Heroes","games_entertainment","both",1583958,4.5,9000,108,"$972,000.00","$25,000.00","$947,000.00"
"My Horse","games_entertainment","both",1627195,4.5,9000,108,"$972,000.00","$25,000.00","$947,000.00"
"Trivia Crack","games_entertainment","both",6821242,4.5,9000,108,"$972,000.00","$25,000.00","$947,000.00"
"Boom Beach","games_entertainment","both",5833582,4.5,9000,108,"$972,000.00","$25,000.00","$947,000.00"
"Fruit Ninja Classic","games_entertainment","both",783984,4.5,9000,108,"$972,000.00","$25,000.00","$947,000.00"
"Dude Perfect 2","games_entertainment","both",429898,4.5,9000,108,"$972,000.00","$25,000.00","$947,000.00"
"Sonic Dash","games_entertainment","both",4196405,4.5,9000,108,"$972,000.00","$25,000.00","$947,000.00"
"Microsoft Word","productivity","both",2130331,4.5,9000,108,"$972,000.00","$25,000.00","$947,000.00"
"My Talking Angela","games_entertainment","both",9935417,4.5,9000,108,"$972,000.00","$25,000.00","$947,000.00"
"Dragon Hills","games_entertainment","both",359881,4.5,9000,108,"$972,000.00","$25,000.00","$947,000.00"
"YouTube Kids","games_entertainment","both",498897,4.5,9000,108,"$972,000.00","$25,000.00","$947,000.00"
"Asphalt 8: Airborne","games_entertainment","both",8578282,4.5,9000,108,"$972,000.00","$25,000.00","$947,000.00"
"Hay Day","games_entertainment","both",10620530,4.5,9000,108,"$972,000.00","$25,000.00","$947,000.00"
"Real Basketball","games_entertainment","both",1803317,4.5,9000,108,"$972,000.00","$25,000.00","$947,000.00"
"SimCity BuildIt","games_entertainment","both",4416925,4.5,9000,108,"$972,000.00","$25,000.00","$947,000.00"
"Wish - Shopping Made Fun","lifestyle_shopping","both",6351139,4.5,9000,108,"$972,000.00","$25,000.00","$947,000.00"
"Disney Crossy Road","games_entertainment","both",552659,4.5,9000,108,"$972,000.00","$25,000.00","$947,000.00"
"Discord - Chat for Gamers","games_entertainment","both",314499,4.5,9000,108,"$972,000.00","$25,000.00","$947,000.00"
"Rolling Sky","games_entertainment","both",1147882,4.5,9000,108,"$972,000.00","$25,000.00","$947,000.00"
"Solitaire","games_entertainment","both",883316,4.5,9000,108,"$972,000.00","$25,000.00","$947,000.00"
"Solitaire","games_entertainment","both",679740,4.5,9000,108,"$972,000.00","$25,000.00","$947,000.00"
"Microsoft PowerPoint","productivity","both",629736,4.5,9000,108,"$972,000.00","$25,000.00","$947,000.00"
"Snapseed","photo_video","both",831792,4.5,9000,108,"$972,000.00","$25,000.00","$947,000.00"
"Smash Hit","games_entertainment","both",4273951,4.5,9000,108,"$972,000.00","$25,000.00","$947,000.00"
"Real Racing 3","games_entertainment","both",518902,4.5,9000,108,"$972,000.00","$25,000.00","$947,000.00"
"Microsoft Excel","productivity","both",1103984,4.5,9000,108,"$972,000.00","$25,000.00","$947,000.00"
"Cooking Fever","games_entertainment","both",3305818,4.5,9000,108,"$972,000.00","$25,000.00","$947,000.00"
"My Talking Tom","games_entertainment","both",15013502,4.5,9000,108,"$972,000.00","$25,000.00","$947,000.00"
"Farming Simulator 14","games_entertainment","both",534494,4.5,9000,108,"$972,000.00","$25,000.00","$947,000.00"
"Nyan Cat: Lost In Space","games_entertainment","both",447710,4.5,9000,108,"$972,000.00","$25,000.00","$947,000.00"
"Hot Wheels: Race Off","games_entertainment","both",523773,4.5,9000,108,"$972,000.00","$25,000.00","$947,000.00"
"Hungry Shark Evolution","games_entertainment","both",6157285,4.5,9000,108,"$972,000.00","$25,000.00","$947,000.00"
"Hungry Shark World","games_entertainment","both",1266993,4.5,9000,108,"$972,000.00","$25,000.00","$947,000.00"
"PicsArt Photo Studio: Collage Maker & Pic Editor","photo_video","both",7621407,4.5,9000,108,"$972,000.00","$25,000.00","$947,000.00"
"Toca Kitchen 2","games_entertainment","both",1016236,4.5,9000,108,"$972,000.00","$29,900.00","$942,100.00"
"Alto's Adventure","games_entertainment","both",523273,4.6,9000,110,"$990,000.00","$49,900.00","$940,100.00"
"slither.io","games_entertainment","both",5342140,4.4,9000,106,"$954,000.00","$25,000.00","$929,000.00"
"Microsoft OneNote","productivity","both",520278,4.4,9000,106,"$954,000.00","$25,000.00","$929,000.00"
"Bad Piggies HD","games_entertainment","both",783985,4.4,9000,106,"$954,000.00","$25,000.00","$929,000.00"
"Boomerang from Instagram","photo_video","both",931093,4.4,9000,106,"$954,000.00","$25,000.00","$929,000.00"
"Tumblr","social_communication","both",3289139,4.4,9000,106,"$954,000.00","$25,000.00","$929,000.00"
"Temple Run","games_entertainment","both",5724979,4.4,9000,106,"$954,000.00","$25,000.00","$929,000.00"
"Talking Tom Bubble Shooter","games_entertainment","both",689795,4.4,9000,106,"$954,000.00","$25,000.00","$929,000.00"
"Uber Driver","business_finance","both",1258019,4.4,9000,106,"$954,000.00","$25,000.00","$929,000.00"
"Zombie Tsunami","games_entertainment","both",4952026,4.4,9000,106,"$954,000.00","$25,000.00","$929,000.00"
"Netflix","games_entertainment","both",5764788,4.4,9000,106,"$954,000.00","$25,000.00","$929,000.00"
"Hill Climb Racing","games_entertainment","both",9031359,4.4,9000,106,"$954,000.00","$25,000.00","$929,000.00"
"Farm Heroes Saga","games_entertainment","both",7802153,4.4,9000,106,"$954,000.00","$25,000.00","$929,000.00"
"Swamp Attack","games_entertainment","both",2136195,4.4,9000,106,"$954,000.00","$25,000.00","$929,000.00"
"Angry Birds Rio","games_entertainment","both",2781382,4.4,9000,106,"$954,000.00","$25,000.00","$929,000.00"
"Red Ball 4","games_entertainment","both",1442265,4.4,9000,106,"$954,000.00","$25,000.00","$929,000.00"
"Need for Speed™ No Limits","games_entertainment","both",3379298,4.4,9000,106,"$954,000.00","$25,000.00","$929,000.00"
"Airbnb","travel_local","both",381784,4.4,9000,106,"$954,000.00","$25,000.00","$929,000.00"
"The Sims™ FreePlay","games_entertainment","both",1378429,4.4,9000,106,"$954,000.00","$25,000.00","$929,000.00"
"Injustice: Gods Among Us","games_entertainment","both",3053409,4.4,9000,106,"$954,000.00","$25,000.00","$929,000.00"
"Inside Out Thought Bubbles","games_entertainment","both",645279,4.4,9000,106,"$954,000.00","$25,000.00","$929,000.00"
"VSCO","photo_video","both",764289,4.4,9000,106,"$954,000.00","$25,000.00","$929,000.00"
"Call of Duty®: Heroes","games_entertainment","both",1783562,4.4,9000,106,"$954,000.00","$25,000.00","$929,000.00"
"Jetpack Joyride","games_entertainment","both",5043448,4.4,9000,106,"$954,000.00","$25,000.00","$929,000.00"
"Dropbox","productivity","both",1910732,4.4,9000,106,"$954,000.00","$25,000.00","$929,000.00"
"NBA LIVE Mobile Basketball","games_entertainment","both",1731421,4.4,9000,106,"$954,000.00","$25,000.00","$929,000.00"
"Yahoo Weather","book_news_reference","both",1424640,4.4,9000,106,"$954,000.00","$25,000.00","$929,000.00"
"Bejeweled Classic","games_entertainment","both",386360,4.4,9000,106,"$954,000.00","$25,000.00","$929,000.00"
"Google Translate","productivity","both",5770175,4.4,9000,106,"$954,000.00","$25,000.00","$929,000.00"
"Doodle Jump","games_entertainment","both",1478832,4.4,9000,106,"$954,000.00","$25,000.00","$929,000.00"
"Photo Editor by Aviary","photo_video","both",1530228,4.4,9000,106,"$954,000.00","$25,000.00","$929,000.00"
"Plants vs. Zombies™ 2","games_entertainment","both",835026,4.4,9000,106,"$954,000.00","$25,000.00","$929,000.00"
"Plants vs. Zombies™ Heroes","games_entertainment","both",395635,4.4,9000,106,"$954,000.00","$25,000.00","$929,000.00"
"Design Home","games_entertainment","both",563229,4.4,9000,106,"$954,000.00","$25,000.00","$929,000.00"
"PES CLUB MANAGER","games_entertainment","both",786241,4.4,9000,106,"$954,000.00","$25,000.00","$929,000.00"
"The CW","games_entertainment","both",385533,4.4,9000,106,"$954,000.00","$25,000.00","$929,000.00"
"Candy Crush Saga","games_entertainment","both",23389385,4.4,9000,106,"$954,000.00","$25,000.00","$929,000.00"
"Candy Crush Soda Saga","games_entertainment","both",6332240,4.4,9000,106,"$954,000.00","$25,000.00","$929,000.00"
"MORTAL KOMBAT X","games_entertainment","both",3154364,4.4,9000,106,"$954,000.00","$25,000.00","$929,000.00"
"WhatsApp Messenger","social_communication","both",69403690,4.4,9000,106,"$954,000.00","$25,000.00","$929,000.00"
"Google Docs","productivity","both",880235,4.3,9000,103,"$927,000.00","$25,000.00","$902,000.00"
"Google Sheets","productivity","both",521000,4.3,9000,103,"$927,000.00","$25,000.00","$902,000.00"
"Temple Run 2","games_entertainment","both",8413699,4.3,9000,103,"$927,000.00","$25,000.00","$902,000.00"
"T-Mobile","productivity","both",502607,4.3,9000,103,"$927,000.00","$25,000.00","$902,000.00"
"Summoners War","games_entertainment","both",2182676,4.3,9000,103,"$927,000.00","$25,000.00","$902,000.00"
"iFunny :)","games_entertainment","both",602101,4.3,9000,103,"$927,000.00","$25,000.00","$902,000.00"
"Indeed Job Search","business_finance","both",713411,4.3,9000,103,"$927,000.00","$25,000.00","$902,000.00"
"Ingress","games_entertainment","both",394064,4.3,9000,103,"$927,000.00","$25,000.00","$902,000.00"
"Puffin Web Browser","social_communication","both",553157,4.3,9000,103,"$927,000.00","$25,000.00","$902,000.00"
"Speedtest by Ookla","productivity","both",1093810,4.3,9000,103,"$927,000.00","$25,000.00","$902,000.00"
"Bad Piggies","games_entertainment","both",1195218,4.3,9000,103,"$927,000.00","$25,000.00","$902,000.00"
"Kik","social_communication","both",2712101,4.3,9000,103,"$927,000.00","$25,000.00","$902,000.00"
"Candy Crush Jelly Saga","games_entertainment","both",1332950,4.3,9000,103,"$927,000.00","$25,000.00","$902,000.00"
"MARVEL Contest of Champions","games_entertainment","both",2702088,4.3,9000,103,"$927,000.00","$25,000.00","$902,000.00"
"Pou","games_entertainment","both",10488733,4.3,9000,103,"$927,000.00","$25,000.00","$902,000.00"
"Episode - Choose Your Story","games_entertainment","both",1997624,4.3,9000,103,"$927,000.00","$25,000.00","$902,000.00"
"Angry Birds Star Wars","games_entertainment","both",1252193,4.3,9000,103,"$927,000.00","$25,000.00","$902,000.00"
"Fandango Movies - Times + Tickets","games_entertainment","both",535534,4.3,9000,103,"$927,000.00","$25,000.00","$902,000.00"
"Twitter","book_news_reference","both",12018317,4.3,9000,103,"$927,000.00","$25,000.00","$902,000.00"
"Flow Free","games_entertainment","both",1669398,4.3,9000,103,"$927,000.00","$25,000.00","$902,000.00"
"Xbox","games_entertainment","both",628846,4.3,9000,103,"$927,000.00","$25,000.00","$902,000.00"
"Frozen Free Fall","games_entertainment","both",1624909,4.3,9000,103,"$927,000.00","$25,000.00","$902,000.00"
"Fruit Ninja®","games_entertainment","both",5418473,4.3,9000,103,"$927,000.00","$25,000.00","$902,000.00"
"Grand Theft Auto: San Andreas","games_entertainment","both",381495,4.4,9000,106,"$954,000.00","$69,900.00","$884,100.00"
"Dubsmash","games_entertainment","both",1992020,4.2,9000,101,"$909,000.00","$25,000.00","$884,000.00"
"Talking Ginger 2","games_entertainment","both",711286,4.2,9000,101,"$909,000.00","$25,000.00","$884,000.00"
"Uber","travel_local","both",4974609,4.2,9000,101,"$909,000.00","$25,000.00","$884,000.00"
"Agar.io","games_entertainment","both",3992721,4.2,9000,101,"$909,000.00","$25,000.00","$884,000.00"
"LinkedIn","social_communication","both",1297209,4.2,9000,101,"$909,000.00","$25,000.00","$884,000.00"
"Google Earth","travel_local","both",2785062,4.2,9000,101,"$909,000.00","$25,000.00","$884,000.00"
"The Simpsons™: Tapped Out","games_entertainment","both",911496,4.2,9000,101,"$909,000.00","$25,000.00","$884,000.00"
"Angry Birds Friends","games_entertainment","both",853408,4.2,9000,101,"$909,000.00","$25,000.00","$884,000.00"
"Google Street View","travel_local","both",2131148,4.2,9000,101,"$909,000.00","$25,000.00","$884,000.00"
"WeChat","social_communication","both",5422048,4.2,9000,101,"$909,000.00","$25,000.00","$884,000.00"
"aa","games_entertainment","both",1045263,4.2,9000,101,"$909,000.00","$25,000.00","$884,000.00"
"Amazon Prime Video","games_entertainment","both",455350,4.2,9000,101,"$909,000.00","$25,000.00","$884,000.00"
"Angry Birds Go!","games_entertainment","both",3922171,4.2,9000,101,"$909,000.00","$25,000.00","$884,000.00"
"Dumb Ways to Die 2: The Games","games_entertainment","both",1682953,4.2,9000,101,"$909,000.00","$25,000.00","$884,000.00"
"Just Dance Now","games_entertainment","both",796593,4.2,9000,101,"$909,000.00","$25,000.00","$884,000.00"
"MARVEL Avengers Academy","games_entertainment","both",321482,4.2,9000,101,"$909,000.00","$25,000.00","$884,000.00"
"King of Avalon: Dragon Warfare","games_entertainment","both",309978,4.2,9000,101,"$909,000.00","$25,000.00","$884,000.00"
"YouNow: Live Stream Video Chat","social_communication","both",321951,4.1,9000,98,"$882,000.00","$25,000.00","$857,000.00"
"UNO ™ & Friends","games_entertainment","both",1797468,4.1,9000,98,"$882,000.00","$25,000.00","$857,000.00"
"WatchESPN","games_entertainment","both",448544,4.1,9000,98,"$882,000.00","$25,000.00","$857,000.00"
"LEGO® Juniors Create & Cruise","games_entertainment","both",678798,4.1,9000,98,"$882,000.00","$25,000.00","$857,000.00"
"Can Knockdown 3","games_entertainment","both",350638,4.1,9000,98,"$882,000.00","$25,000.00","$857,000.00"
"Pokémon GO","games_entertainment","both",10680732,4.1,9000,98,"$882,000.00","$25,000.00","$857,000.00"
"Bejeweled Blitz","games_entertainment","both",443666,4.1,9000,98,"$882,000.00","$25,000.00","$857,000.00"
"Tom Loves Angela","games_entertainment","both",1113066,4.1,9000,98,"$882,000.00","$25,000.00","$857,000.00"
"diep.io","games_entertainment","both",357280,4.1,9000,98,"$882,000.00","$25,000.00","$857,000.00"
"Facebook","social_communication","both",81117933,4.1,9000,98,"$882,000.00","$25,000.00","$857,000.00"
"DRAGON BALL Z DOKKAN BATTLE","games_entertainment","both",655476,4.1,9000,98,"$882,000.00","$25,000.00","$857,000.00"
"Tom's Love Letters","games_entertainment","both",733516,4.1,9000,98,"$882,000.00","$25,000.00","$857,000.00"
"Infinity Blade","games_entertainment","one",326482,5.0,4000,120,"$480,000.00","$25,000.00","$455,000.00"
"Plants vs. Zombies","games_entertainment","one",426463,5.0,4000,120,"$480,000.00","$25,000.00","$455,000.00"
"Sniper 3D Assassin: Shoot to Kill Gun Game","games_entertainment","one",386521,5.0,4000,120,"$480,000.00","$25,000.00","$455,000.00"
"Head Soccer","games_entertainment","one",481564,5.0,4000,120,"$480,000.00","$25,000.00","$455,000.00"
"JW Library","book_news_reference","one",922752,4.9,4000,118,"$472,000.00","$25,000.00","$447,000.00"
"Al Quran Indonesia","book_news_reference","one",445756,4.8,4000,115,"$460,000.00","$25,000.00","$435,000.00"
"30 Day Fitness Challenge - Workout at Home","health_fitness","one",471036,4.8,4000,115,"$460,000.00","$25,000.00","$435,000.00"
"Vlogger Go Viral - Tuber Game","games_entertainment","one",1304467,4.8,4000,115,"$460,000.00","$25,000.00","$435,000.00"
"Eternium","games_entertainment","one",1506783,4.8,4000,115,"$460,000.00","$25,000.00","$435,000.00"
"Amino: Communities and Chats","social_communication","one",1261580,4.8,4000,115,"$460,000.00","$25,000.00","$435,000.00"
"Cash, Inc. Money Clicker Game & Business Adventure","games_entertainment","one",549720,4.8,4000,115,"$460,000.00","$25,000.00","$435,000.00"
"Home Workout - No Equipment","health_fitness","one",430158,4.8,4000,115,"$460,000.00","$25,000.00","$435,000.00"
"Video Downloader - for Instagram Repost App","games_entertainment","one",332623,4.8,4000,115,"$460,000.00","$25,000.00","$435,000.00"
"File Manager by Xiaomi: release file storage space","productivity","one",337532,4.8,4000,115,"$460,000.00","$25,000.00","$435,000.00"
"Period Tracker - Period Calendar Ovulation Tracker","health_fitness","one",4559407,4.8,4000,115,"$460,000.00","$25,000.00","$435,000.00"
"Period Tracker Clue: Period and Ovulation Tracker","health_fitness","one",570242,4.8,4000,115,"$460,000.00","$25,000.00","$435,000.00"
"DU Recorder – Screen Recorder, Video Editor, Live","games_entertainment","one",2588730,4.8,4000,115,"$460,000.00","$25,000.00","$435,000.00"
"Dan the Man: Action Platformer","games_entertainment","one",528550,4.8,4000,115,"$460,000.00","$25,000.00","$435,000.00"
"Brightest Flashlight Free ®","productivity","one",1335799,4.7,4000,113,"$452,000.00","$25,000.00","$427,000.00"
"Fame Boom for Real Followers, Likes","social_communication","one",896118,4.7,4000,113,"$452,000.00","$25,000.00","$427,000.00"
"Quran for Android","book_news_reference","one",497826,4.7,4000,113,"$452,000.00","$25,000.00","$427,000.00"
"Darkness Rises","games_entertainment","one",456474,4.7,4000,113,"$452,000.00","$25,000.00","$427,000.00"
"Credit Karma","business_finance","one",706407,4.7,4000,113,"$452,000.00","$25,000.00","$427,000.00"
"Solitaire!","games_entertainment","one",403911,4.7,4000,113,"$452,000.00","$25,000.00","$427,000.00"
"Muslim Pro - Prayer Times, Azan, Quran & Qibla","lifestyle_shopping","one",1133393,4.7,4000,113,"$452,000.00","$25,000.00","$427,000.00"
"FotMob - Live Soccer Scores","games_entertainment","one",410390,4.7,4000,113,"$452,000.00","$25,000.00","$427,000.00"
"Tastely","food_drink","one",611136,4.7,4000,113,"$452,000.00","$25,000.00","$427,000.00"
"CATS: Crash Arena Turbo Stars","games_entertainment","one",1559650,4.7,4000,113,"$452,000.00","$25,000.00","$427,000.00"
"Learn English with Wlingua","education","one",314300,4.7,4000,113,"$452,000.00","$25,000.00","$427,000.00"
"Where is my Train : Indian Railway & PNR Status","travel_local","one",620534,4.7,4000,113,"$452,000.00","$25,000.00","$427,000.00"
"Mercado Libre: Find your favorite brands","lifestyle_shopping","one",3860225,4.7,4000,113,"$452,000.00","$25,000.00","$427,000.00"
"Kaspersky Mobile Antivirus: AppLock & Web Security","productivity","one",2598579,4.7,4000,113,"$452,000.00","$25,000.00","$427,000.00"
"Sandbox - Color by Number Coloring Pages","games_entertainment","one",412744,4.7,4000,113,"$452,000.00","$25,000.00","$427,000.00"
"ZenUI Launcher","Personalization","one",1141545,4.7,4000,113,"$452,000.00","$25,000.00","$427,000.00"
"Booking.com Travel Deals","travel_local","one",1830388,4.7,4000,113,"$452,000.00","$25,000.00","$427,000.00"
"Hustle Castle: Fantasy Kingdom","games_entertainment","one",584126,4.7,4000,113,"$452,000.00","$25,000.00","$427,000.00"
"Bubble Witch 3 Saga","games_entertainment","one",1732263,4.7,4000,113,"$452,000.00","$25,000.00","$427,000.00"
"Video Editor Music,Cut,No Crop","photo_video","one",2163282,4.7,4000,113,"$452,000.00","$25,000.00","$427,000.00"
"Learn languages, grammar & vocabulary with Memrise","education","one",1107910,4.7,4000,113,"$452,000.00","$25,000.00","$427,000.00"
"Cover Fire: offline shooting games for free","games_entertainment","one",725897,4.7,4000,113,"$452,000.00","$25,000.00","$427,000.00"
"Daily Horoscope","lifestyle_shopping","one",407589,4.7,4000,113,"$452,000.00","$25,000.00","$427,000.00"
"Castle Clash: RPG War and Strategy FR","games_entertainment","one",376223,4.7,4000,113,"$452,000.00","$25,000.00","$427,000.00"
"Pixel Art: Color by Number Game","games_entertainment","one",1125340,4.7,4000,113,"$452,000.00","$25,000.00","$427,000.00"
"The birth","lifestyle_shopping","one",1084945,4.7,4000,113,"$452,000.00","$25,000.00","$427,000.00"
"GO Security－AntiVirus, AppLock, Booster","productivity","one",1251479,4.7,4000,113,"$452,000.00","$25,000.00","$427,000.00"
"Piano Tiles 2™","games_entertainment","one",8118880,4.7,4000,113,"$452,000.00","$25,000.00","$427,000.00"
